294	1.1248	0.00418
295	1.13	0.00421
296	1.1353	0.00423
297	1.1408	0.00425
298	1.1465	0.00428
299	1.1524	0.0043
300	1.1585	0.00433
301	1.1649	0.00436
302	1.1714	0.00439
303	1.1782	0.00441
304	1.1852	0.00444
305	1.1924	0.00448
306	1.1998	0.00451
307	1.2073	0.00455
308	1.2148	0.00458
309	1.2224	0.00462
310	1.23	0.00466
311	1.2376	0.0047
312	1.2453	0.00474
313	1.2531	0.00478
314	1.2608	0.00482
315	1.2686	0.00487
316	1.2765	0.0049
317	1.2843	0.00495
318	1.2922	0.005
319	1.3001	0.00505
320	1.308	0.0051
321	1.3159	0.00513
322	1.3238	0.00517
323	1.3317	0.00521
324	1.3397	0.00526
325	1.3476	0.0053
326	1.3556	0.00534
327	1.3635	0.00539
328	1.3714	0.00544
329	1.3794	0.00548
330	1.3873	0.00551
331	1.3952	0.00555
332	1.4031	0.00561
333	1.411	0.00565
334	1.4188	0.00568
335	1.4267	0.00572
336	1.4345	0.00577
337	1.4423	0.00581
338	1.4501	0.00585
339	1.4578	0.00589
340	1.4656	0.00592
341	1.4733	0.00596
342	1.4809	0.00601
343	1.4886	0.00604
344	1.4962	0.00608
345	1.5038	0.00612
346	1.5113	0.00615
347	1.5189	0.00618
348	1.5263	0.00622
349	1.5338	0.00625
350	1.5412	0.00629
351	1.5486	0.00632
352	1.5559	0.00635
353	1.5632	0.00639
354	1.5705	0.00642
355	1.5777	0.00645
356	1.5849	0.00648
357	1.592	0.00651
358	1.5991	0.00654
359	1.6061	0.00657
360	1.6131	0.00661
361	1.6201	0.00663
362	1.627	0.00666
363	1.6339	0.00669
364	1.6407	0.00672
365	1.6475	0.00675
366	1.6542	0.00677
367	1.6609	0.0068
368	1.6675	0.00682
369	1.6741	0.00685
370	1.6807	0.00688
371	1.6872	0.0069
372	1.6936	0.00693
373	1.7	0.00695
374	1.7064	0.00697
375	1.7127	0.00699
376	1.7189	0.00701
377	1.7252	0.00703
378	1.7313	0.00705
379	1.7374	0.00707
380	1.7435	0.0071
381	1.7495	0.00712
382	1.7555	0.00714
383	1.7614	0.00717
384	1.7673	0.00719
385	1.7731	0.00721
386	1.7789	0.00723
387	1.7846	0.00725
388	1.7903	0.00727
389	1.7959	0.00729
390	1.8015	0.00731
391	1.807	0.00733
392	1.8125	0.00734
393	1.818	0.00736
394	1.8234	0.00738
395	1.8287	0.00739
396	1.834	0.00741
397	1.8392	0.00742
398	1.8444	0.00744
399	1.8496	0.00745
400	1.8547	0.00747
401	1.8598	0.00749
402	1.8648	0.0075
403	1.8697	0.00752
404	1.8747	0.00753
405	1.8795	0.00755
406	1.8844	0.00756
407	1.8891	0.00758
408	1.8939	0.00759
409	1.8986	0.00761
410	1.9032	0.00762
411	1.9078	0.00764
412	1.9124	0.00766
413	1.9169	0.00768
414	1.9214	0.0077
415	1.9258	0.00771
416	1.9302	0.00773
417	1.9345	0.00775
418	1.9388	0.00777
419	1.9431	0.00778
420	1.9473	0.0078
421	1.9515	0.00782
422	1.9556	0.00783
423	1.9597	0.00785
424	1.9638	0.00786
425	1.9678	0.00788
426	1.9717	0.00789
427	1.9757	0.0079
428	1.9796	0.00791
429	1.9834	0.00792
430	1.9872	0.00793
431	1.991	0.00794
432	1.9947	0.00795
433	1.9984	0.00796
434	2.0021	0.00797
435	2.0057	0.00798
436	2.0093	0.00799
437	2.0128	0.00799
438	2.0163	0.008
439	2.0198	0.00801
440	2.0232	0.00802
441	2.0266	0.00803
442	2.03	0.00803
443	2.0333	0.00804
444	2.0366	0.00804
445	2.0399	0.00805
446	2.0431	0.00805
447	2.0463	0.00806
448	2.0494	0.00806
449	2.0526	0.00808
