-0.35925,-0.0011577
-0.29969,0.00072926
-0.26144,0.0010073
-0.2257,-0.00018687
-0.19937,4.5579e-06
-0.1906,0.0044302
-0.18182,0.011764
-0.17179,0.016199
-0.15611,0.017767
-0.13981,0.023701
-0.12602,0.028163
-0.10533,0.029767
-0.088401,0.03716
-0.0721,0.047456
-0.059561,0.064995
-0.053291,0.085396
-0.048276,0.10143
-0.047649,0.12179
-0.046395,0.14942
-0.043887,0.16689
-0.039498,0.18727
-0.03511,0.21638
-0.030721,0.25131
-0.026959,0.29641
-0.018809,0.42296
-0.015047,0.4986
-0.010031,0.6135
-0.0043887,0.72695
0,0.77787
0.0018809,0.72845
0.0031348,0.69065
0.0056426,0.65432
0.0087774,0.57874
0.011285,0.51333
0.015674,0.44648
0.02069,0.37527
0.025705,0.33024
0.031348,0.27648
0.035737,0.23725
0.04326,0.19369
0.052038,0.14868
0.063323,0.1066
0.073354,0.074685
0.088401,0.047169
0.098433,0.028341
0.11411,0.0037374
