-0.35197,0.010661
-0.328705,0.010661
-0.309944,0.0191898
-0.283677,0.021322
-0.258912,0.0277186
-0.240901,0.0341151
-0.219887,0.0447761
-0.198874,0.0511727
-0.164353,0.0724947
-0.138837,0.0895522
-0.111069,0.100213
-0.0855535,0.110874
-0.0667917,0.127932
-0.0510319,0.164179
-0.0420263,0.228145
-0.0300188,0.313433
-0.0217636,0.424307
-0.0157598,0.545842
-0.0120075,0.716418
-0.00750469,0.850746
-0.00450281,0.933902
-0.000750469,0.953092
0.00150094,0.916844
0.00375235,0.848614
0.00675422,0.778252
0.00900563,0.680171
0.0150094,0.565032
0.0225141,0.454158
0.0435272,0.298507
0.0577861,0.204691
0.0772983,0.113006
0.0923077,0.0703625
0.103565,0.0362473
0.123077,0.0127932
0.149343,0.00426439
