0.179855	-0.038056
0.170878	-0.037198
0.162327	-0.036347
0.154182	-0.035506
0.146425	-0.034676
0.139036	-0.033865
0.131998	-0.033080
0.125295	-0.032319
0.118910	-0.031579
0.112829	-0.030863
0.107036	-0.030179
0.101518	-0.029531
0.096262	-0.028911
0.091256	-0.028314
0.086487	-0.027739
0.081945	-0.027182
0.077619	-0.026636
0.073500	-0.026098
0.069577	-0.025570
0.065842	-0.025052
0.062286	-0.024544
0.058900	-0.024046
0.055675	-0.023556
0.052604	-0.023072
0.049680	-0.022595
0.046896	-0.022123
0.044246	-0.021653
0.041724	-0.021182
0.039323	-0.020710
0.037037	-0.020237
0.034861	-0.019765
0.032788	-0.019293
0.030815	-0.018824
0.028938	-0.018354
0.027153	-0.017885
0.025456	-0.017414
0.023842	-0.016941
0.022308	-0.016465
0.020849	-0.015986
0.019462	-0.015504
0.018144	-0.015018
0.016892	-0.014530
0.015704	-0.014041
0.014577	-0.013552
0.013507	-0.013065
0.012490	-0.012580
0.011523	-0.012097
0.010608	-0.011615
0.009742	-0.011130
0.008928	-0.010641
0.008164	-0.010149
0.007449	-0.009652
0.006782	-0.009152
0.006160	-0.008650
0.005580	-0.008149
0.005032	-0.007648
0.004506	-0.007136
0.004001	-0.006609
0.003518	-0.006064
0.003059	-0.005503
0.002624	-0.004926
0.002215	-0.004336
0.001831	-0.003737
0.001472	-0.003131
0.001138	-0.002524
0.000829	-0.001918
0.000544	-0.001316
0.000284	-0.000718
0.000048	-0.000121
-0.000162	0.000479
-0.000344	0.001082
-0.000495	0.001687
-0.000615	0.002291
-0.000703	0.002895
-0.000758	0.003499
-0.000783	0.004103
-0.000777	0.004710
-0.000743	0.005321
-0.000683	0.005939
-0.000597	0.006567
-0.000487	0.007207
-0.000354	0.007860
-0.000197	0.008529
-0.000013	0.009211
0.000202	0.009907
0.000450	0.010612
0.000727	0.011326
0.001035	0.012047
0.001371	0.012777
0.001740	0.013518
0.002143	0.014275
0.002585	0.015051
0.003071	0.015852
0.003606	0.016682
0.004196	0.017544
0.004843	0.018439
0.005552	0.019366
0.006323	0.020322
0.007157	0.021301
0.008054	0.022307
0.009020	0.023345
0.010057	0.024415
0.011169	0.025515
0.012360	0.026642
0.013635	0.027792
0.014996	0.028960
0.016447	0.030142
0.017990	0.031337
0.019629	0.032547
0.021368	0.033777
0.023213	0.035027
0.025167	0.036297
0.027233	0.037585
0.029414	0.038888
0.031710	0.040203
0.034124	0.041529
0.036659	0.042864
0.039320	0.044209
0.042111	0.045563
0.045036	0.046925
0.048100	0.048291
0.051308	0.049658
0.054666	0.051023
0.058178	0.052383
0.061849	0.053738
0.065683	0.055081
0.069684	0.056403
0.073858	0.057695
0.078210	0.058957
0.082741	0.060194
0.087457	0.061410
0.092362	0.062605
0.097460	0.063774
0.102758	0.064912
0.108260	0.066013
0.113972	0.067068
0.119900	0.068068
0.126050	0.069009
0.132427	0.069890
0.139037	0.070709
0.145885	0.071460
0.152977	0.072144
0.160270	0.072761
0.167675	0.073308
0.175144	0.073786
0.182670	0.074197
0.190250	0.074551
0.197878	0.074861
0.205550	0.075135
0.213264	0.075371
0.221013	0.075574
0.228795	0.075743
0.236606	0.075873
0.244444	0.075958
0.252304	0.075998
0.260184	0.075996
0.268081	0.075952
0.275991	0.075871
0.283912	0.075759
0.291841	0.075621
0.299775	0.075458
0.307712	0.075271
0.315649	0.075060
0.323584	0.074826
0.331515	0.074567
0.339439	0.074284
0.347354	0.073975
0.355259	0.073642
0.363150	0.073287
0.371028	0.072911
0.378888	0.072512
0.386730	0.072094
0.394553	0.071656
0.402354	0.071200
0.410131	0.070725
0.417884	0.070233
0.425611	0.069725
0.433311	0.069204
0.440983	0.068671
0.448625	0.068125
0.456236	0.067569
0.463815	0.067004
0.471361	0.066429
0.478872	0.065843
0.486348	0.065243
0.493788	0.064628
0.501190	0.063999
0.508553	0.063359
0.515878	0.062706
0.523163	0.062042
0.530407	0.061370
0.537611	0.060694
0.544774	0.060019
0.551895	0.059343
0.558974	0.058666
0.566010	0.057990
0.573003	0.057316
0.579952	0.056640
0.586855	0.055959
0.593713	0.055268
0.600525	0.054567
0.607290	0.053857
0.614008	0.053140
0.620679	0.052415
0.627302	0.051681
0.633879	0.050944
0.640407	0.050206
0.646889	0.049470
0.653323	0.048737
0.659709	0.048006
0.666047	0.047276
0.672337	0.046548
0.678579	0.045823
0.684773	0.045099
0.690918	0.044376
0.697014	0.043655
0.703062	0.042935
0.709062	0.042217
0.715012	0.041501
0.720915	0.040788
0.726768	0.040077
0.732573	0.039366
0.738328	0.038654
0.744035	0.037941
0.749693	0.037227
0.755302	0.036514
0.760862	0.035800
0.766374	0.035087
0.771837	0.034374
0.777253	0.033665
0.782621	0.032960
0.787942	0.032261
0.793215	0.031569
0.798442	0.030881
0.803621	0.030199
0.808754	0.029523
0.813840	0.028853
0.818879	0.028186
0.823871	0.027520
0.828817	0.026854
0.833716	0.026188
0.838568	0.025524
0.843375	0.024861
0.848136	0.024198
0.852851	0.023536
0.857521	0.022875
0.862146	0.022216
0.866727	0.021559
0.871263	0.020906
0.875755	0.020256
0.880203	0.019609
0.884607	0.018966
0.888968	0.018326
0.893286	0.017692
0.897562	0.017063
0.901796	0.016441
0.905989	0.015826
0.910140	0.015218
0.914249	0.014622
0.918318	0.014033
0.922346	0.013444
0.926332	0.012851
0.930277	0.012251
0.934181	0.011648
0.938044	0.011047
0.941867	0.010450
0.945651	0.009857
0.949395	0.009271
0.953102	0.008691
0.956772	0.008120
0.960404	0.007557
0.964000	0.007003
0.967558	0.006455
0.971078	0.005909
0.974560	0.005364
0.978004	0.004816
0.981411	0.004262
0.984782	0.003706
0.988118	0.003160
0.991419	0.002626
0.994687	0.002105
0.997924	0.001609
