-0.994301	-0.106613
-0.994151	-0.107996
-0.993857	-0.110675
-0.993490	-0.113920
-0.992985	-0.118241
-0.992928	-0.118716
-0.993280	-0.115734
-0.993506	-0.113782
-0.993803	-0.111159
-0.993990	-0.109472
-0.993992	-0.109452
-0.993968	-0.109674
-0.994002	-0.109360
-0.994027	-0.109135
-0.994074	-0.108703
-0.994157	-0.107944
-0.994254	-0.107043
-0.994337	-0.106273
-0.994424	-0.105454
-0.994519	-0.104552
-0.994617	-0.103621
-0.994713	-0.102696
-0.994800	-0.101852
-0.994893	-0.100931
-0.994994	-0.099938
-0.995071	-0.099161
-0.995116	-0.098714
-0.995139	-0.098483
-0.995173	-0.098140
-0.995170	-0.098164
-0.995154	-0.098331
-0.995216	-0.097701
-0.995387	-0.095943
-0.995613	-0.093563
-0.995775	-0.091826
-0.995949	-0.089920
-0.996142	-0.087757
-0.996258	-0.086424
-0.996269	-0.086306
-0.996221	-0.086853
-0.996215	-0.086919
-0.996180	-0.087325
-0.996163	-0.087522
-0.996241	-0.086629
-0.996414	-0.084606
-0.996593	-0.082482
-0.996752	-0.080536
-0.996978	-0.077685
-0.997149	-0.075458
-0.997202	-0.074748
-0.997176	-0.075100
-0.997190	-0.074916
-0.997195	-0.074851
-0.997217	-0.074558
-0.997319	-0.073181
-0.997489	-0.070826
-0.997644	-0.068605
-0.997817	-0.066035
-0.998002	-0.063182
-0.998126	-0.061199
-0.998185	-0.060214
-0.998250	-0.059127
-0.998335	-0.057679
-0.998414	-0.056299
-0.998495	-0.054842
-0.998584	-0.053205
-0.998674	-0.051478
-0.998753	-0.049916
-0.998854	-0.047867
-0.998987	-0.044997
-0.999124	-0.041839
-0.999257	-0.038539
-0.999390	-0.034937
-0.999494	-0.031812
-0.999577	-0.029095
-0.999660	-0.026060
-0.999737	-0.022913
-0.999809	-0.019518
-0.999875	-0.015802
-0.999929	-0.011893
-0.999970	-0.007781
-0.999994	-0.003560
-1.000000	0.000857
-0.999985	0.005448
-0.999946	0.010347
-0.999861	0.016660
-0.999720	0.023673
-0.999518	0.031036
-0.999268	0.038246
-0.999036	0.043907
-0.998791	0.049163
-0.998565	0.053548
-0.998079	0.061947
-0.997322	0.073142
-0.996735	0.080738
-0.996159	0.087559
-0.995642	0.093260
-0.995255	0.097300
-0.994905	0.100821
-0.994498	0.104752
-0.994149	0.108022
-0.993916	0.110137
-0.993744	0.111683
-0.993484	0.113969
-0.993197	0.116444
