-0.39875,0.0072816
-0.37997,0.0072816
-0.35806,0.010194
-0.33865,0.013107
-0.318,0.016019
-0.29859,0.021845
-0.28044,0.024757
-0.26291,0.030582
-0.2435,0.036408
-0.22222,0.046602
-0.20657,0.052427
-0.1903,0.061165
-0.17152,0.06699
-0.15024,0.072816
-0.13145,0.077185
-0.10892,0.081553
-0.093271,0.087379
-0.083881,0.09466
-0.075743,0.099029
-0.066354,0.11068
-0.056964,0.12524
-0.050078,0.14417
-0.045696,0.16165
-0.040063,0.19078
-0.033803,0.22427
-0.028795,0.27961
-0.023161,0.35388
-0.018153,0.46311
-0.011894,0.57379
-0.0075117,0.6932
-0.0025039,0.76602
0.0025039,0.73398
0.0043818,0.6932
0.0081377,0.63058
0.011894,0.55485
0.01565,0.49369
0.020657,0.41505
0.026291,0.35097
0.036307,0.26942
0.04507,0.20971
0.055086,0.16456
0.068858,0.11942
0.086385,0.074272
0.10516,0.042233
0.12332,0.020388
0.13897,0.0072816
0.14711,0.0058252
