0.287803	0.536858
0.191318	0.184962
0.303327	0.406721
0.374484	0.294673
0.346253	0.824935
0.320070	0.474344
0.402096	0.374432
0.378341	0.332637
0.231285	0.212832
0.430842	-0.134473
0.222726	-0.003058
0.247843	0.410074
0.210538	0.363064
0.298683	0.264109
0.292626	0.475382
0.385825	0.250146
0.440231	0.332954
0.380590	0.534514
0.421152	0.342977
0.304648	0.630174
0.168572	0.305808
0.286892	0.414454
0.467327	0.318878
0.298976	0.336949
0.239304	0.202376
0.140367	0.559428
0.410470	0.205650
0.167443	0.713914
0.315874	0.683635
0.283810	0.001272
0.356796	0.503120
0.298585	0.160491
0.411675	0.112856
0.355733	0.377195
0.394101	0.316419
0.278116	0.190335
0.286515	0.549222
0.189906	0.383511
0.309585	0.403769
0.293326	0.628348
0.284215	0.620432
0.432769	0.490114
0.313261	0.425383
0.305901	0.029513
0.399060	0.586014
0.277384	0.598181
0.225810	0.800956
0.304264	0.375648
0.377581	0.669063
0.014343	0.347114
0.250532	0.283962
0.258803	0.720621
0.391513	0.151757
0.349117	0.512288
0.355205	0.214908
0.286286	0.202207
0.229570	0.323323
0.391775	0.640688
0.264259	0.310112
0.266259	0.345207
0.419776	0.539499
0.354741	0.664446
0.134478	0.414038
0.389707	0.194415
0.465698	0.431539
0.371824	0.370380
0.113342	0.894103
0.357659	0.560076
0.104737	-0.026713
0.195951	0.197867
0.284476	0.634807
0.273394	0.581015
0.503893	0.185400
0.250004	0.464845
0.331033	0.369132
0.087495	0.639959
0.457041	0.611253
0.260469	0.562836
0.324700	0.401643
0.340382	0.356095
0.153003	0.689116
0.322772	0.575223
0.217180	0.270260
0.157940	0.337838
0.250395	0.849329
0.216976	-0.098945
0.325410	0.038609
0.273371	0.566489
0.298921	0.451174
0.250915	0.737180
0.281505	0.210368
0.277603	0.457855
0.250492	0.448954
0.142319	0.474744
0.498181	0.446508
0.242345	0.112448
0.273594	0.578694
0.174342	0.499611
0.224526	0.551278
0.381392	0.563333
0.288074	0.529635
0.304673	0.163589
